Scheme Code;Scheme Name;Net Asset Value;Repurchase Price;Sale Price;Date

Close Ended Schemes ( Income )


IIFL Mutual Fund
116533;IIFL FMP Series 1 - Dividend;9.9781;9.9781;9.9781;27-Jan-2012
116533;IIFL FMP Series 1 - Dividend;9.9889;9.9889;9.9889;30-Jan-2012
116533;IIFL FMP Series 1 - Dividend;9.9978;9.9978;9.9978;31-Jan-2012
116533;IIFL FMP Series 1 - Dividend;10.0080;10.0080;10.0080;01-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0093;10.0093;10.0093;02-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0118;10.0118;10.0118;03-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0193;10.0193;10.0193;06-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0218;10.0218;10.0218;07-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0255;10.0255;10.0255;08-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0267;10.0267;10.0267;09-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0292;10.0292;10.0292;10-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0361;10.0361;10.0361;13-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0386;10.0386;10.0386;14-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0411;10.0411;10.0411;15-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0461;10.0461;10.0461;17-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0562;10.0562;10.0562;21-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0587;10.0587;10.0587;22-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0643;10.0643;10.0643;23-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0656;10.0656;10.0656;24-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0731;10.0731;10.0731;27-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0740;10.0740;10.0740;28-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0742;10.0742;10.0742;29-Feb-2012
116533;IIFL FMP Series 1 - Dividend;10.0763;10.0763;10.0763;01-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.0788;10.0788;10.0788;02-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.0864;10.0864;10.0864;05-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.0889;10.0889;10.0889;06-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.0884;10.0884;10.0884;07-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.0839;10.0839;10.0839;09-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.0916;10.0916;10.0916;12-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.0941;10.0941;10.0941;13-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.0976;10.0976;10.0976;14-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.0999;10.0999;10.0999;15-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.1021;10.1021;10.1021;16-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.1090;10.1090;10.1090;19-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.1113;10.1113;10.1113;20-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.1139;10.1139;10.1139;21-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.1162;10.1162;10.1162;22-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.1254;10.1254;10.1254;26-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.1250;10.1250;10.1250;27-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.1278;10.1278;10.1278;28-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.1281;10.1281;10.1281;29-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.1301;10.1301;10.1301;30-Mar-2012
116533;IIFL FMP Series 1 - Dividend;10.1394;10.1394;10.1394;03-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.1426;10.1426;10.1426;04-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.1538;10.1538;10.1538;09-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.1581;10.1581;10.1581;10-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.1617;10.1617;10.1617;11-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.1676;10.1676;10.1676;12-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.1703;10.1703;10.1703;13-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.1774;10.1774;10.1774;16-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.1894;10.1894;10.1894;17-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.1945;10.1945;10.1945;18-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.1965;10.1965;10.1965;19-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.2013;10.2013;10.2013;20-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.2043;10.2043;10.2043;23-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.2027;10.2027;10.2027;24-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.2027;10.2027;10.2027;25-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.2052;10.2052;10.2052;26-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.2053;10.2053;10.2053;27-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.2125;10.2125;10.2125;30-Apr-2012
116533;IIFL FMP Series 1 - Dividend;10.2169;10.2169;10.2169;02-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2196;10.2196;10.2196;03-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2219;10.2219;10.2219;04-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2281;10.2281;10.2281;07-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2265;10.2265;10.2265;08-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2228;10.2228;10.2228;09-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2173;10.2173;10.2173;10-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2152;10.2152;10.2152;11-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2210;10.2210;10.2210;14-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2243;10.2243;10.2243;15-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2267;10.2267;10.2267;16-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2292;10.2292;10.2292;17-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2315;10.2315;10.2315;18-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2357;10.2357;10.2357;21-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2357;10.2357;10.2357;22-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2376;10.2376;10.2376;23-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2410;10.2410;10.2410;24-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2425;10.2425;10.2425;25-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2507;10.2507;10.2507;28-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2543;10.2543;10.2543;29-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2574;10.2574;10.2574;30-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2663;10.2663;10.2663;31-May-2012
116533;IIFL FMP Series 1 - Dividend;10.2705;10.2705;10.2705;01-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.2822;10.2822;10.2822;04-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.2885;10.2885;10.2885;05-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.2946;10.2946;10.2946;06-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.2977;10.2977;10.2977;07-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.3017;10.3017;10.3017;08-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.3082;10.3082;10.3082;11-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.3141;10.3141;10.3141;12-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.3303;10.3303;10.3303;13-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.3307;10.3307;10.3307;14-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.3326;10.3326;10.3326;15-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.3313;10.3313;10.3313;18-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.3311;10.3311;10.3311;19-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.3394;10.3394;10.3394;20-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.3465;10.3465;10.3465;21-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.3486;10.3486;10.3486;22-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.3571;10.3571;10.3571;25-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.3606;10.3606;10.3606;26-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.3646;10.3646;10.3646;27-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.3683;10.3683;10.3683;28-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.3764;10.3764;10.3764;29-Jun-2012
116533;IIFL FMP Series 1 - Dividend;10.3865;10.3865;10.3865;03-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.3919;10.3919;10.3919;04-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.3993;10.3993;10.3993;05-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4054;10.4054;10.4054;06-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4118;10.4118;10.4118;09-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4133;10.4133;10.4133;10-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4154;10.4154;10.4154;11-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4182;10.4182;10.4182;12-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4215;10.4215;10.4215;13-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4311;10.4311;10.4311;16-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4361;10.4361;10.4361;17-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4391;10.4391;10.4391;18-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4433;10.4433;10.4433;19-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4467;10.4467;10.4467;20-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4548;10.4548;10.4548;23-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4578;10.4578;10.4578;24-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4629;10.4629;10.4629;25-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4672;10.4672;10.4672;26-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4698;10.4698;10.4698;27-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4775;10.4775;10.4775;30-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4778;10.4778;10.4778;31-Jul-2012
116533;IIFL FMP Series 1 - Dividend;10.4796;10.4796;10.4796;01-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.4842;10.4842;10.4842;02-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.4915;10.4915;10.4915;03-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5019;10.5019;10.5019;06-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5072;10.5072;10.5072;07-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5087;10.5087;10.5087;08-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5105;10.5105;10.5105;09-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5097;10.5097;10.5097;10-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5180;10.5180;10.5180;13-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5200;10.5200;10.5200;14-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5231;10.5231;10.5231;16-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5215;10.5215;10.5215;17-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5325;10.5325;10.5325;21-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5410;10.5410;10.5410;22-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5456;10.5456;10.5456;23-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5507;10.5507;10.5507;24-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5561;10.5561;10.5561;27-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5575;10.5575;10.5575;28-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5599;10.5599;10.5599;29-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5627;10.5627;10.5627;30-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5659;10.5659;10.5659;31-Aug-2012
116533;IIFL FMP Series 1 - Dividend;10.5740;10.5740;10.5740;03-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.5766;10.5766;10.5766;04-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.5796;10.5796;10.5796;05-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.5825;10.5825;10.5825;06-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.5862;10.5862;10.5862;07-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.5936;10.5936;10.5936;10-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.5950;10.5950;10.5950;11-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.6012;10.6012;10.6012;12-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.6008;10.6008;10.6008;13-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.6035;10.6035;10.6035;14-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.6125;10.6125;10.6125;17-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.6148;10.6148;10.6148;18-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.6201;10.6201;10.6201;20-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.6227;10.6227;10.6227;21-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.6305;10.6305;10.6305;24-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.6331;10.6331;10.6331;25-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.6358;10.6358;10.6358;26-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.6384;10.6384;10.6384;27-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.6430;10.6430;10.6430;28-Sep-2012
116533;IIFL FMP Series 1 - Dividend;10.6475;10.6475;10.6475;01-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.6559;10.6559;10.6559;03-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.6614;10.6614;10.6614;04-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.6634;10.6634;10.6634;05-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.6731;10.6731;10.6731;08-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.6754;10.6754;10.6754;09-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.6782;10.6782;10.6782;10-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.6833;10.6833;10.6833;11-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.6858;10.6858;10.6858;12-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.6934;10.6934;10.6934;15-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.7006;10.7006;10.7006;16-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.7046;10.7046;10.7046;17-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.7085;10.7085;10.7085;18-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.7105;10.7105;10.7105;19-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.7179;10.7179;10.7179;22-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.7220;10.7220;10.7220;23-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.7251;10.7251;10.7251;25-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.7349;10.7349;10.7349;29-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.7373;10.7373;10.7373;30-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.7374;10.7374;10.7374;31-Oct-2012
116533;IIFL FMP Series 1 - Dividend;10.7399;10.7399;10.7399;01-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.7424;10.7424;10.7424;02-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.7473;10.7473;10.7473;05-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.7479;10.7479;10.7479;06-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.7508;10.7508;10.7508;07-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.7535;10.7535;10.7535;08-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.7559;10.7559;10.7559;09-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.7636;10.7636;10.7636;12-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.7714;10.7714;10.7714;15-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.7737;10.7737;10.7737;16-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.7810;10.7810;10.7810;19-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.7870;10.7870;10.7870;20-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.7902;10.7902;10.7902;21-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.7929;10.7929;10.7929;22-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.7955;10.7955;10.7955;23-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.8030;10.8030;10.8030;26-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.8053;10.8053;10.8053;27-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.8089;10.8089;10.8089;29-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.8118;10.8118;10.8118;30-Nov-2012
116533;IIFL FMP Series 1 - Dividend;10.8207;10.8207;10.8207;03-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8235;10.8235;10.8235;04-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8253;10.8253;10.8253;05-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8264;10.8264;10.8264;06-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8277;10.8277;10.8277;07-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8354;10.8354;10.8354;10-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8354;10.8354;10.8354;11-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8383;10.8383;10.8383;12-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8432;10.8432;10.8432;13-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8453;10.8453;10.8453;14-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8536;10.8536;10.8536;17-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8557;10.8557;10.8557;18-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8570;10.8570;10.8570;19-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8594;10.8594;10.8594;20-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8630;10.8630;10.8630;21-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8708;10.8708;10.8708;24-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8758;10.8758;10.8758;26-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8782;10.8782;10.8782;27-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8821;10.8821;10.8821;28-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8925;10.8925;10.8925;31-Dec-2012
116533;IIFL FMP Series 1 - Dividend;10.8969;10.8969;10.8969;01-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9018;10.9018;10.9018;02-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9057;10.9057;10.9057;03-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9085;10.9085;10.9085;04-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9163;10.9163;10.9163;07-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9195;10.9195;10.9195;08-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9220;10.9220;10.9220;09-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9257;10.9257;10.9257;10-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9287;10.9287;10.9287;11-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9373;10.9373;10.9373;14-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9400;10.9400;10.9400;15-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9415;10.9415;10.9415;16-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9442;10.9442;10.9442;17-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9466;10.9466;10.9466;18-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9541;10.9541;10.9541;21-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9574;10.9574;10.9574;22-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9592;10.9592;10.9592;23-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9620;10.9620;10.9620;24-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9724;10.9724;10.9724;28-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9768;10.9768;10.9768;29-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9776;10.9776;10.9776;30-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9762;10.9762;10.9762;31-Jan-2013
116533;IIFL FMP Series 1 - Dividend;10.9773;10.9773;10.9773;01-Feb-2013
116533;IIFL FMP Series 1 - Dividend;10.9821;10.9821;10.9821;04-Feb-2013
116533;IIFL FMP Series 1 - Dividend;10.9819;10.9819;10.9819;05-Feb-2013
116533;IIFL FMP Series 1 - Dividend;10.9833;10.9833;10.9833;06-Feb-2013
116533;IIFL FMP Series 1 - Dividend;10.9848;10.9848;10.9848;07-Feb-2013
116533;IIFL FMP Series 1 - Dividend;10.9877;10.9877;10.9877;08-Feb-2013
116533;IIFL FMP Series 1 - Dividend;10.9955;10.9955;10.9955;11-Feb-2013
116533;IIFL FMP Series 1 - Dividend;10.9965;10.9965;10.9965;12-Feb-2013
116533;IIFL FMP Series 1 - Dividend;10.9972;10.9972;10.9972;13-Feb-2013
116533;IIFL FMP Series 1 - Dividend;10.9938;10.9938;10.9938;14-Feb-2013
116533;IIFL FMP Series 1 - Dividend;10.9939;10.9939;10.9939;15-Feb-2013
116533;IIFL FMP Series 1 - Dividend;11.0013;11.0013;11.0013;18-Feb-2013
116533;IIFL FMP Series 1 - Dividend;11.0072;11.0072;11.0072;20-Feb-2013
116533;IIFL FMP Series 1 - Dividend;11.0101;11.0101;11.0101;21-Feb-2013
116533;IIFL FMP Series 1 - Dividend;11.0127;11.0127;11.0127;22-Feb-2013
116533;IIFL FMP Series 1 - Dividend;11.0202;11.0202;11.0202;25-Feb-2013
116533;IIFL FMP Series 1 - Dividend;11.0218;11.0218;11.0218;26-Feb-2013
116533;IIFL FMP Series 1 - Dividend;11.0244;11.0244;11.0244;27-Feb-2013
116533;IIFL FMP Series 1 - Dividend;11.0262;11.0262;11.0262;28-Feb-2013
116533;IIFL FMP Series 1 - Dividend;11.0303;11.0303;11.0303;01-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.0394;11.0394;11.0394;04-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.0434;11.0434;11.0434;05-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.0477;11.0477;11.0477;06-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.0525;11.0525;11.0525;07-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.0537;11.0537;11.0537;08-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.0624;11.0624;11.0624;11-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.0665;11.0665;11.0665;12-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.0717;11.0717;11.0717;13-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.0789;11.0789;11.0789;14-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.0813;11.0813;11.0813;15-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.0924;11.0924;11.0924;18-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.0962;11.0962;11.0962;19-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.1011;11.1011;11.1011;20-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.1061;11.1061;11.1061;21-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.1100;11.1100;11.1100;22-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.1148;11.1148;11.1148;25-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.1171;11.1171;11.1171;26-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.1227;11.1227;11.1227;28-Mar-2013
116533;IIFL FMP Series 1 - Dividend;11.1503;11.1503;11.1503;02-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.1526;11.1526;11.1526;03-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.1552;11.1552;11.1552;04-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.1592;11.1592;11.1592;05-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.1673;11.1673;11.1673;08-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.1697;11.1697;11.1697;09-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.1728;11.1728;11.1728;10-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.1786;11.1786;11.1786;12-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.1867;11.1867;11.1867;15-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.1906;11.1906;11.1906;16-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.1932;11.1932;11.1932;17-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.2001;11.2001;11.2001;18-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.2131;11.2131;11.2131;22-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.2159;11.2159;11.2159;23-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.2231;11.2231;11.2231;25-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.2241;11.2241;11.2241;26-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.2335;11.2335;11.2335;29-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.2357;11.2357;11.2357;30-Apr-2013
116533;IIFL FMP Series 1 - Dividend;11.2416;11.2416;11.2416;02-May-2013
116533;IIFL FMP Series 1 - Dividend;11.2429;11.2429;11.2429;03-May-2013
116533;IIFL FMP Series 1 - Dividend;11.2514;11.2514;11.2514;06-May-2013
116533;IIFL FMP Series 1 - Dividend;11.2538;11.2538;11.2538;07-May-2013
116533;IIFL FMP Series 1 - Dividend;11.2573;11.2573;11.2573;08-May-2013
116533;IIFL FMP Series 1 - Dividend;11.2623;11.2623;11.2623;09-May-2013
116533;IIFL FMP Series 1 - Dividend;11.2647;11.2647;11.2647;10-May-2013
116533;IIFL FMP Series 1 - Dividend;11.2714;11.2714;11.2714;13-May-2013
116533;IIFL FMP Series 1 - Dividend;11.2746;11.2746;11.2746;14-May-2013
116533;IIFL FMP Series 1 - Dividend;11.2772;11.2772;11.2772;15-May-2013
